freq 24 and up ,collocate ,有對有錯,有對有錯error type,,有對有錯error type,freq
再度 行竊 另 一 [1]{輛} 重 [2]{機車},1,,,,,
案發 當晚 有 人 目擊 多 名 青少年 自 網咖分 乘 多 [1]{輛} [2]{機車} 匆匆 離去,1,,,,,
途中 她 感覺 遭 兩 [1]{輛} [2]{機車} 尾隨,1,,,,,
兩 [1]{輛} [2]{機車} 也 跟 著 進入,1,,,,,
住 在 台北縣 瑞芳鎮 上 的 男子 蘇嘉明 與 李俊宏 昨晚 同 乘 一 [1]{輛} [2]{機車},1,,,,,
"53,1594,種,方式,0.008909273892641068,0.008004206232726574,Nf,Na",1,,,,,
應 提供 多 [1]{種} 管道 及 [2]{方式},1,,,,,
李登輝 也 認為 投 廢票 是 表達 立場 的 一 [1]{種} [2]{方式},1,,,,,
才 會 把 統一 作為 一 [1]{種} 選擇 [2]{方式} 來 加以 考慮,1,,,,,
才 會 把 統一 作為 一 [1]{種} 選擇 [2]{方式} 來 加以 考慮,1,,,,,
也 是 將 男女 情愛 告訴 族人 的 一 [1]{種} [2]{方式},1,,,,,
"54,1515,級,風,0.006971055641770363,0.010013693943619728,Nf,Na",1,,,,,
十 [1]{級} [2]{風} 暴風 半徑 有 五十 公里,1,,,,,
相當於 十三 [1]{級} [2]{風},1,,,,,
相當於 十五 [1]{級} [2]{風},1,,,,,
七 [1]{級} [2]{風} 暴風 半徑 二百 公里,1,,,,,
七 [1]{級} [2]{風} 暴風 半徑 一百五十 公里,1,,,,,
"55,1495,項,法案,0.010603421367704868,0.006883696652948856,Nf,Na",1,,,,,
該 [1]{項} [2]{法案} 容許 數百萬 非法 移民 勞工 在 美國 的 身份 正常化,1,,,,,
還 有 十幾 [1]{項} [2]{法案} 要 在 今天 作 決定,1,,,,,
而是 一 [1]{項} 可 長 可 久 的 [2]{法案},1,,,,,
臨時會 本 排定 討論 十二 [1]{項} [2]{法案} 但 僅 處理 七 項,1,,,,,
最後 敲定 將 提出 一 [1]{項} [2]{法案},1,,,,,
"56,1466,筆,土地,0.012587678618729115,0.010634236969053745,Nf,Na",1,y,,,,
林姓 商人 在 淡水 有 多 [1]{筆} [2]{土地},1,,,,,
因 寬頻 房訊游 世一 得標 多 [1]{筆} [2]{土地} 頗 受 外界 質疑,1,,,,,
高雄市 政府 依法 和 寬頻 房訊 總經理 游世一 交換 一 [1]{筆} [2]{土地},1,,,,,
將 三 [1]{筆} 勞保局 在 [2]{土地} 銀行 的 解約 資料,0,,Nf和target N中間隔了子句,,,
將 請 新光 產險 在 一 個 月 內 提出 這 兩 [1]{筆} [2]{土地} 的 改善 計畫,1,,,,,
"57,1420,條,條文,0.009933904744684696,0.0078126834705472,Nf,Na",1,y,,,,
第二 [1]{條} 第三 款 對 騷擾 定義 維持 原 [2]{條文} 敘述,0,,應搭配的詞沒在右方出現,,,
這 項 議案 的 兩 [1]{條} [2]{條文} 都 送交 朝野 協商,1,,,,,
全 案 目前 僅 協商 兩 [1]{條} [2]{條文},1,,,,,
初審 時 遂 保留 有關 專案 融資 的 第四 [1]{條} [2]{條文},1,,,,,
檢方 引用 同一 法案 第四 [1]{條} [2]{條文},1,,,,,
"58,1309,條,路線,0.014191515743732452,0.007860458455979824,Nf,Na",1,,,,,
這 [1]{條} [2]{路線} 因 位在 軍事 管制區,1,,,,,
十二 [1]{條} [2]{路線} 任 你 挑,1,,,,,
將 分 十三 [1]{條} [2]{路線},1,,,,,
茂管處 也 研擬 二 [1]{條} 套裝 旅遊 [2]{路線},1,,,,,
今天 分 十三 [1]{條} [2]{路線} 同步 進行,1,,,,,
"59,1309,股,力量,0.009741167537868023,0.007304982282221317,Nf,Na",1,,,,,
是 社會 的 一 [1]{股} 善行 [2]{力量},1,,,,,
是 一 [1]{股} 大 [2]{力量},1,,,,,
但 已 出現 一 [1]{股} 和 台灣 親善 的 [2]{力量},1,,,,,
在 對 上 義大利 時 形成 一 [1]{股} 不可 撼動 的 [2]{力量},1,,,,,
後續 的 政治 影響力 就 看 這 [1]{股} 衝擊 [2]{力量} 的 大小,1,,,,,
"60,1308,條,道路,0.014284891076385975,0.009659131988883018,Nf,Na",1,,,,,
共同 努力 為 台灣 尋找出 一 [1]{條} 新 的 [2]{道路},1,,,,,
共同 努力 為 台灣 尋找出 一 [1]{條} 新 的 [2]{道路},1,,,,,
包括 十二 [1]{條} 連結 黎巴嫩 與 鄰國 敘利亞 的 [2]{道路} 及 疑似 真主黨 據點,1,,,,,
整 [1]{條} [2]{道路} 將 於 今 年底 全線 通車,1,,,,,
三 [1]{條} 主題 意象 [2]{道路} 可望 在 十月 同步 完工 啟用,1,,,,,
"61,1306,筆,款項,0.01883438415825367,0.01398524921387434,Nf,Na",1,,,,,
她們 發現 鄉民 突然 領取 大 [1]{筆} [2]{款項} 時,1,,,,,
意外 趙玉柱 戶頭 有 三 [1]{筆} 共 兩千七百萬 的 萬 [2]{款項} 相當 可疑,1,,,,,
這 [1]{筆} [2]{款項} 將 作為 舊金山 慈善 機構 葛萊德 基金會 協助 窮困 及 無家可歸 之 用,1,,,,,
程雅玲 帳戶 中 還 有 一 [1]{筆} 一千一百四十萬 元 可疑 [2]{款項} 流入,1,,,,,
向 瑞士 聲請 返回 這 [1]{筆} [2]{款項},1,,,,,
"62,1295,票,制,0.01043663825839758,0.007195392623543739,Nf,Na",0,,,,,
單一 選區 兩 [1]{票} [2]{制},0,,,,,
單一 選區 兩 [1]{票} [2]{制} 提早 上路,0,,,,,
即 盼 儘速 完成 單一 選區 兩 [1]{票} [2]{制} 配套,0,,,,,
實施 單一 選區 兩 [1]{票} [2]{制} 與 國會 席次 減半,0,,,,,
參選 單一 選區 兩 [1]{票} [2]{制} 立委 選舉,0,,,,,
"63,1253,艘,船隻,0.016287242993712425,0.011459521017968655,Nf,Na",1,,,,,
第一 [1]{艘} 撤運 旅客 的 [2]{船隻} 已經 抵達 鄰近 的 賽普勒斯,1,,,,,
兩 [1]{艘} 各 能 載 送 八百 人 的 [2]{船隻},1,,,,,
已 包租 七 [1]{艘} 商用 [2]{船隻},1,,,,,
昨天 已 搭乘 另 一 [1]{艘} 台灣 [2]{船隻} 返台,1,,,,,
將 搭乘 十四 [1]{艘} 民用 或 軍用 [2]{船隻} 抵達 賽普勒斯,1,,,,,
"64,1251,個,會員國,0.012118048034608364,0.004718933720141649,Nf,Na",1,,,,,
邀集 三十 [1]{個} [2]{會員國} 部長,1,,,,,
且 至今 已 有 十六 [1]{個} [2]{會員國} 通過 歐憲 條文 草案,1,,,,,
兩 [1]{個} [2]{會員國} 的 通貨膨脹率 下降,1,,,,,
認為 亞太 經 合會 二十一 [1]{個} [2]{會員國} 整體 經濟 佔 了 全球 貿易 百分之四十,1,,,,,
將 可以 利用 台灣 的 國際 青年 之 家 和 全 世界 六十九 [1]{個} [2]{會員國} 的 資訊 交流 及 合作 計畫,1,,,,,
"65,1239,名,職員,0.017095055431127548,0.00864169467240572,Nf,Na",1,y,,,,
該 病房 共有 十七 [1]{名} 病人 及 三 名 [2]{職員} 出現 上述 徵狀,0,,未選緊鄰NP,,,
該 [1]{名} [2]{職員} 說,1,,,,,
有 一 [1]{名} [2]{職員} 疑因 長期 接觸 輻射 而 患上 甲狀腺癌,1,,,,,
牙科 診所 的 一 [1]{名} [2]{職員},1,,,,,
該 [1]{名} [2]{職員} 已 向 港大 教職員 會 反映 事件,1,,,,,
"66,1209,篇,報導,0.009922189638018608,0.009475293569266796,Nf,Na",1,,,,,
在 總共 二百四十三 [1]{篇} 涉 中文字 [2]{報導} 中,1,,,,,
這 [1]{篇} [2]{報導} 說,1,,,,,
這 [1]{篇} [2]{報導} 說,1,,,,,
但 顏萬進 否認 這 [1]{篇} [2]{報導},1,,,,,
曾蔭權 特別 以 辦公桌 上 鑲 起 的 兩 [1]{篇} [2]{報導} 為 例,1,,,,,
"67,1198,支,全壘打,0.013497316278517246,0.008880105800926685,Nf,Na",1,,,,,
還 被 轟 了 十四 [1]{支} [2]{全壘打},1,,,,,
這 也 是 張 泰山 本 季 第十二 [1]{支} [2]{全壘打},1,,,,,
包括 曾漢州 一 [1]{支} 兩 分 [2]{全壘打},1,,,,,
目前 以 十四 [1]{支} [2]{全壘打} 暫居 聯盟 榜首 的 興農張 泰山 表示,1,,,,,
這 是 畢吉歐 本 季 第九 [1]{支} [2]{全壘打},1,,,,,
"68,1196,封,信函,0.021657653152942657,0.017088262364268303,Nf,Na",1,,,,,
聽說 這 [1]{封} [2]{信函} 內容 並未 署名,1,,,,,
這 [1]{封} [2]{信函} 不會 改變 美國 的 政策,1,,,,,
還 從 導師 李惠薇 手 中 收到 一 [1]{封} 由 家長 轉寄 來 祝賀 成長 的 [2]{信函},1,,,,,
波士尼亞 外長 伊瓦尼奇 在 一 [1]{封} [2]{信函} 中 提到 在 二零零二年 一月 十八日 移交給 美國 的 這 六 人,1,,,,,
美國 食品 暨 藥物 管理局 二十日 在 一 [1]{封} 寫給 便當袋 製造商 與 經銷商 的 [2]{信函} 中 寫道,1,,,,,
"69,1165,件,好事,0.017939584329724312,0.007718602195382118,Nf,Na",1,,,,,
網友 有 創意 固然 是 [1]{件} [2]{好事},1,,,,,
這 對 促進 中 印 發展 是 [1]{件} [2]{好事},1,,,,,
也 是 [1]{件} [2]{好事},1,,,,,
但 她 認為 把 女兒 送到 外地 去 對 孩子 來 說 不一定 是 [1]{件} [2]{好事},1,,,,,
因此 施壓 給 經營 不善 金融 機構 並 讓 他們 退場 是 [1]{件} [2]{好事},1,,,,,
"70,1160,棟,建築物,0.01802489161491394,0.012853560037910938,Nf,Na",1,,,,,
以色列 空軍 也 攻擊 了 數 [1]{棟} [2]{建築物},1,,,,,
將 是 一 [1]{棟} 充滿 科技 色彩 的 [2]{建築物},1,,,,,
昨天 遭 以色列 戰機 擊中 的 南部 海港 泰爾鎮 一 [1]{棟} [2]{建築物} 廢墟 內,1,,,,,
當局 原 以為 遭 空襲 當時 那 [1]{棟} [2]{建築物} 空無一人,1,,,,,
摧毀 數萬 [1]{棟} 房屋 及 [2]{建築物} 並 造成 數百 人 喪生 或 失蹤,1,,,,,
"71,1153,輛,巴士,0.01729644276201725,0.012253781780600548,Nf,Na",1,,,,,
伊拉克 動亂 頻仍 的 巴古拜市 今天 發生 槍手 伏擊 一 [1]{輛} 小 [2]{巴士} 事件,1,,,,,
以色列 一 枚 飛彈 擊中 一 [1]{輛} 迷你 [2]{巴士},1,,,,,
一九七五年 四月 基督教 長槍黨 槍手 在 貝魯特 突襲 一 [1]{輛} [2]{巴士},1,,,,,
這 名 攻擊 者 於 上午 九時 二 十分 在 巴格達 東邊 薩德區 一 處 繁忙 的 市場 引爆 一 [1]{輛} 裝滿 炸藥 的 小 [2]{巴士},1,,,,,
一 名 自殺 炸彈客 於 上午 九時 二 十分 在 巴格達 東邊 薩德區 一 處 繁忙 的 市場 引爆 一 [1]{輛} 裝滿 炸藥 的 小 [2]{巴士},1,,,,,
"72,1137,條,路,0.012943158857524395,0.00873834453523159,Nf,Na",1,,,,,
找出 原住民 狩獵 文化 與 動物 解放 的 第三 [1]{條} [2]{路},1,,,,,
第三 [1]{條} [2]{路},1,,,,,
燒 燙傷 治療 是 一 [1]{條} 漫長 的 [2]{路},1,,,,,
這 絕對 不 是 一 [1]{條} 容易 的 [2]{路},1,,,,,
這 [1]{條} [2]{路} 遍 地 坑洞,1,,,,,
"73,1103,場,演出,0.012516005896031857,0.009460967034101486,Nf,Na",1,,,,,
超過 四百 [1]{場} [2]{演出},1,,,,,
為 使 第一 [1]{場} 的 慈善 [2]{演出} 有 專業 水準,1,,,,,
已 在 全 世界 四十多 個 國家 和 地區 做 過 數百 [1]{場} 的 [2]{演出},1,,,,,
進行 五十六 [1]{場} 的 [2]{演出},1,,,,,
周六 及 周日 還 會 加 [1]{場} [2]{演出},1,,,,,
"74,1098,位,議員,0.010664409957826138,0.007569553330540657,Nf,Na",1,,,,,
九 [1]{位} [2]{議員} 在 完成 宣誓 儀式 後,1,,,,,
兩 [1]{位} [2]{議員} 的 所有 修正案,1,,,,,
三 [1]{位} 女 [2]{議員} 相互 推擠,1,,,,,
目前 有 九 [1]{位} 郡 [2]{議員},1,,,,,
對 兩 [1]{位} [2]{議員} 做成 除名 決定,1,,,,,
"75,1097,份,聲明,0.013785255141556263,0.008369587361812592,Nf,Na",1,,,,,
中國 則 於 十日 在 安理會 散發 一 [1]{份} 主席 [2]{聲明} 草案,1,,,,,
這 [1]{份} [2]{聲明} 並 不 是 要 倒 扁 或 擁扁,1,,,,,
與會 八 國 正在 協商 一 [1]{份} [2]{聲明},1,,,,,
香港 希望 這 [1]{份} [2]{聲明} 可以 向 各 世貿 成員 再次 強調,1,,,,,
這 [1]{份} [2]{聲明} 的 連署人 包括,1,,,,,
"76,1096,項,措施,0.009544631466269493,0.006708740256726742,Nf,Na",1,,,,,
大陸 將 切實 履行 促進 兩岸 交流 和 惠 及 台灣 居民 十五 [1]{項} 政策 [2]{措施},1,,,,,
四月 間 國共 經貿 論壇 促成 中共 宣佈 十五 [1]{項} 新 [2]{措施},1,,,,,
中國 政府 於 五月 二十九日 公佈 十五 [1]{項} [2]{措施},1,,,,,
再 加上 香港 金融 管理局 推出 三 [1]{項} 優化 港元 與 美元 聯繫 匯率 [2]{措施} 後,1,,,,,
黃埔 海關 昨日 推出 的 六 [1]{項} 新 [2]{措施},1,,,,,
"77,1087,番,話,0.008839217945933342,0.00898782629519701,Nf,Na",1,,,,,
總統 這 [1]{番} [2]{話} 並未 超出 過去 的 政策 基調,1,,,,,
加上 韓國 朋友 的 一 [1]{番} [2]{話},1,,,,,
親自 向 法國 前鋒 亨利 為 兩 年 前 一 [1]{番} 帶有 種族 歧視 意味 的 [2]{話} 來 道歉,1,,,,,
例如 世界杯 籌備 委員會 主席 碧根鮑華 呼籲 克林斯曼 繼續 領導 德國隊 的 一 [1]{番} [2]{話},1,,,,,
盧武鉉 的 這 [1]{番} [2]{話},1,,,,,
"78,1072,件,作品,0.011651093140244484,0.006924362387508154,Nf,Na",1,,,,,
最後 選出 三十 [1]{件} 優異 [2]{作品},1,,,,,
法務部 首度 彙集 全 國 各 監 所 八千多 [1]{件} 特色 [2]{作品},1,,,,,
像 雙龍戲珠 這 [1]{件} [2]{作品},1,,,,,
中華 奧會 各 收到 二百零九 [1]{件} 及 六十一 件 [2]{作品},1,,,,,
共有 四十四 [1]{件} [2]{作品},1,,,,,
"79,1070,艘,潛艇,0.014662988483905792,0.010686671361327171,Nf,Na",1,,,,,
荷蘭 政府 堅持 出售 兩 [1]{艘} [2]{潛艇} 給 中華民國,1,,,,,
這 [1]{艘} [2]{潛艇} 是 最 新 由 俄羅斯 進口 還 是 由 東海 艦隊 抽調 而 來,1,,,,,
台灣 只有 四 [1]{艘} 柴油 [2]{潛艇},1,,,,,
中國 有 五 [1]{艘} 核子 動力 [2]{潛艇},1,,,,,
美軍 在 關島 已 駐 有 一 批 轟炸機 和 三 [1]{艘} 核子 [2]{潛艇},1,,,,,
"80,1064,首,歌,0.026655878871679306,0.007617520168423653,Nf,Na",1,,,,,
胡德夫 同時 以 這 [1]{首} [2]{歌} 獲得 最佳 作詞 人獎,1,,,,,
這 [1]{首} [2]{歌} 對 月 之 海 非常 重要,1,,,,,
主要 藉 這 一 [1]{首} [2]{歌} 勉勵 大家,1,,,,,
這 [1]{首} [2]{歌} 透過 手機 發表,1,,,,,
有沒有 一 [1]{首} [2]{歌} 會 讓 你 想起 我,1,,,,,
"81,1045,張,照片,0.01597730442881584,0.011259820312261581,Nf,Na",1,,,,,
這 對 新人 已經 同意 公開 幾 [1]{張} 婚禮 的 [2]{照片} 提供給 所有 的 媒體,1,,,,,
新人 則 發布 了 一 [1]{張} 婚禮 [2]{照片} 及 簡短 聲明,1,,,,,
書 中 有 兩百多 [1]{張} [2]{照片},1,,,,,
凱旋門 上 有 一 [1]{張} 席丹 的 臉部 [2]{照片},1,,,,,
則 該 [1]{張} [2]{照片} 相關 報導 根本 是 看 圖說 故事,1,,,,,
"82,1008,架,直升機,0.016526203602552414,0.011537311598658562,Nf,Na",1,y,,,,
出動 一 [1]{架} [2]{直升機} 在 雲林縣 上空 稽查 空氣 污染源,1,,,,,
這 [1]{架} 陸軍 [2]{直升機} 約 在 今天 上午 十一時 三 十分 左右,1,,,,,
俄國 將 交付 三十 [1]{架} 蘇愷 三十 型 戰鬥機 及 相同 數量 的 [2]{直升機},0,,未選緊鄰NP,,,
在 最初 的 半 小時 裡 有 兩百 名 消防隊員 和 六 [1]{架} 滅火 [2]{直升機} 投入,1,,,,,
稍後 洛杉磯縣 也 派出 兩 [1]{架} [2]{直升機} 加入 滅火 行列,1,,,,,
"83,1002,齣,戲,0.016171105206012726,0.01476934365928173,Nf,Na",1,,,,,
賴聲川 談到 連著 執導 三 [1]{齣} [2]{戲},1,,,,,
這 [1]{齣} [2]{戲} 的 女 主角 李英雅 今年 四月 因為 在 劇 中 演技 精湛,1,,,,,
這 兩 [1]{齣} [2]{戲} 採用 莊周 與 妻子 田氏 掙扎 於 禮教 與 情慾 之間 的 同 一 題材,1,,,,,
這 兩 [1]{齣} [2]{戲} 被 選擇 演出,1,,,,,
幾乎 每 [1]{齣} [2]{戲} 他 能 唱 能 演,1,,,,,
"84,994,艘,軍艦,0.017880912870168686,0.012540226802229881,Nf,Na",1,,,,,
在 黎巴嫩 領海 附近 的 一 [1]{艘} 以色列 [2]{軍艦} 被 真主黨 發射 的 火箭 擊中,1,,,,,
在 黎巴嫩 海域 附近 的 一 [1]{艘} [2]{軍艦} 受到 火箭 攻擊,1,,,,,
九 [1]{艘} 美軍 [2]{軍艦} 將 經由 海空 兩 路,1,,,,,
美軍 陸戰隊 及 兩 [1]{艘} [2]{軍艦} 今天 在 黎巴嫩 首都 貝魯特 的 狄 巴耶港 採取 警戒 措施,1,,,,,
今天 清晨 約 有 三千 名 美國 國民 分 乘 兩 [1]{艘} 美國 [2]{軍艦} 抵達 賽普勒斯,1,,,,,
"85,991,筆,經費,0.011556225828826427,0.009271092712879181,Nf,Na",1,,,,,
同時 應 以 不需 花 大 [1]{筆} [2]{經費},1,,,,,
這 [1]{筆} [2]{經費} 該 由 誰 負責,1,,,,,
縣議員 沒有 這 [1]{筆} [2]{經費},1,,,,,
政府 投入 大 [1]{筆} [2]{經費} 治理 河川 以 減少 水患 原本 是 美意,1,,,,,
每 [1]{筆} [2]{經費} 得來 不易,1,,,,,
"86,958,份,問卷,0.01419034879654646,0.009005916304886341,Nf,Na",1,y,,,,
這 [1]{份} 作業 要點 是 民調 [2]{問卷} 設計 的 規範,0,,未選緊鄰NP,,,
對 各 級 醫療 機構 發出 二千 [1]{份} [2]{問卷},1,,,,,
回收 五百三十一 [1]{份} [2]{問卷} 中,1,,,,,
這 項 民調 共 完成 一千零二十八 [1]{份} [2]{問卷},1,,,,,
共 回收 二十六 [1]{份} 有效 [2]{問卷},1,,,,,
"87,946,輛,卡車,0.019251488149166107,0.01276104710996151,Nf,Na",1,,,,,
通用 汽車 已 召回 四十萬五千 [1]{輛} [2]{卡車},1,,,,,
准許 每 天 有 一百五十 [1]{輛} [2]{卡車} 的 物資 進入 加薩走廊,1,,,,,
讓 裝滿 食物 等 民生 物資 的 五十 [1]{輛} [2]{卡車} 進入 加薩走廊,1,,,,,
其中 一 次 炸毀 了 許多 [1]{輛} [2]{卡車},1,,,,,
一 旁 也 可 看見 一 [1]{輛} [2]{卡車} 起火,1,,,,,
"88,932,場,音樂會,0.014485975727438927,0.0075390939600765705,Nf,Na",1,,,,,
十 [1]{場} [2]{音樂會} 內容 涵蓋 國內外 作曲家 作品,1,,,,,
第一 [1]{場} 車籠埔 荔枝 健行 老樹 貴妃 [2]{音樂會},1,,,,,
在 蘇里歐拉 海灘 的 這 [1]{場} [2]{音樂會} 預估 將 有 五萬 人 參加,1,,,,,
一 [1]{場} 溫馨 的 仲夏 夜 [2]{音樂會} 可以 完成 圓夢 計劃,1,,,,,
基金會 也 將 舉行 兩 [1]{場} 國際 [2]{音樂會},1,,,,,
"89,932,個,工作天,0.014194369316101074,0.006781576666980982,Nf,Na",1,,,,,
查核 工作 預計 五 [1]{個} [2]{工作天},1,,,,,
減少到 目前 不 到 一百 [1]{個} [2]{工作天},1,,,,,
預計 全程 只 須 兩 [1]{個} [2]{工作天} 到 明天 中午 結束,1,,,,,
匯款 完成 約 需 三 [1]{個} [2]{工作天},1,,,,,
原定 六 [1]{個} [2]{工作天},1,,,,,
"90,923,封,公開信,0.020057255402207375,0.013280297629535198,Nf,Na",1,,,,,
在 一 [1]{封} 對 米蘭 晚 郵報 的 [2]{公開信} 中,1,,,,,
中國 律師 高智晟 寫 了 一 [1]{封} [2]{公開信} 給 中國 國家 主席 胡錦濤 和 總理 溫家寶,1,,,,,
在 美國 和 中國 工作 的 一百二十 位 學者 共同 簽署 了 一 [1]{封} 致 中國 教育 和 科研 當局 的 [2]{公開信},1,,,,,
紐約 大學 台灣 同學會 會長 也 發表 了 一 [1]{封} [2]{公開信},1,,,,,
示威 者 焚燒 一 [1]{封} 致 賈慶林 [2]{公開信},1,,,,,
"91,915,週年,紀念日,0.01588682271540165,0.012919173575937748,Nf,Na",1,,,,,
這 次 邀請 北一女 參加 兩百三十 [1]{週年} 美國 獨立 [2]{紀念日} 遊行 表演 活動,1,,,,,
明天 是 香港 回歸 中國 九 [1]{週年} [2]{紀念日},1,,,,,
慶祝 蒙古 帝國 成立 八百 [1]{週年} [2]{紀念日} 和 偉大 的 英勇 領袖 成吉思汗,1,,,,,
也 就是 菲律賓 第一 次 人民 力量 革命 二十 [1]{週年} [2]{紀念日} 當天,1,,,,,
七月 二十日 是 武打 名星 李小龍 逝世 三十三 [1]{週年} [2]{紀念日},1,,,,,
"92,912,宗,個案,0.012784657068550587,0.009832654148340225,Nf,Na",1,,,,,
指 去年 逾 六萬 [1]{宗} 的 旅遊 保險 索償 [2]{個案} 於 泰國 發生,1,,,,,
就 有 六萬 [1]{宗} 器官 移植 手術 [2]{個案},1,,,,,
當局 已 接獲 四萬一千五百 [1]{宗} 呈報 [2]{個案},1,,,,,
至今 全 市 醫院 治理 二十多 [1]{宗} 類同 [2]{個案},1,,,,,
香港 於 二零零三年 時 有 三千兩百 [1]{宗} 大腸癌 發病 [2]{個案},1,,,,,
"93,912,歲,男童,0.01518488209694624,0.010613995604217052,Nf,Na",1,,,,,
這 名 六 [1]{歲} [2]{男童} 於 五月 二十日 到 過 深圳,1,,,,,
五 [1]{歲} 排行 老二 的 [2]{男童} 先 發病,1,,,,,
金門 八 [1]{歲} [2]{男童} 日前 經 小 三通 遊 香港,1,,,,,
大 馬尼拉 地區 奎松市 有 一 名 十 [1]{歲} [2]{男童} 溺斃,1,,,,,
暑假 回 蘇丹 時 發現 一 名 罹患 再生 不良性 貧血症 的 四 [1]{歲} 蘇丹 [2]{男童} 阿努 爾,1,,,,,
"94,907,棟,房屋,0.017007894814014435,0.013942455872893333,Nf,Na",1,,,,,
一 處 丘陵 地區 的 土石 流 已經 造成 四十三 [1]{棟} [2]{房屋} 摧毀,1,,,,,
但 並未 證實 曾經 對 一 [1]{棟} [2]{房屋} 發射 飛彈,1,,,,,
大約 是 二千 [1]{棟} [2]{房屋} 的 面積,1,,,,,
造成 四 輛 汽車 及 數 [1]{棟} [2]{房屋} 受損,1,,,,,
黎巴嫩 南端 邊界 一 小鎮 約 有 三十 [1]{棟} [2]{房屋} 遭 以色列 攻擊 時 摧毀,1,,,,,
"95,905,場,公聽會,0.012955217622220516,0.006316501181572676,Nf,Na",1,,,,,
三 [1]{場} [2]{公聽會} 中,1,,,,,
教育部 體育司 在 五 [1]{場} [2]{公聽會} 收集 了 兩百九十一 份 有效 問卷,1,,,,,
多 位 高雄市 地方 人士 今天 在 一 [1]{場} [2]{公聽會} 中 認為,1,,,,,
等 捷運局 籌辦 多 [1]{場} [2]{公聽會} 之後,1,,,,,
這 [1]{場} [2]{公聽會} 是 由 市議員 徐佳青 主持,1,,,,,
"96,898,個,基點,0.01767692156136036,0.004445934202522039,Nf,Na",1,,,,,
中國 外匯 交易 中心 今天 公佈 人民幣 對 美元 中間 價 再次 攀升 二十三 [1]{個} [2]{基點},1,,,,,
聯準 會 可能 會 一 次 大膽 調漲 五十 [1]{個} [2]{基點} 以 釋出 信息,1,,,,,
但 由於 雙方 都 主張 以 這 [1]{個} 爭議性 小島 作為 專屬 經濟 海域 的 [2]{基點},1,,,,,
澳洲 儲備 銀行 五月 三日 將 貼現率 調高 二十五 [1]{個} [2]{基點},1,,,,,
包括 於 四月 提高 貸款 利率 二十七 [1]{個} [2]{基點},1,,,,,
"97,886,件,大事,0.018227163702249527,0.009241417981684208,Nf,Na",1,,,,,
這 是 宜蘭 歷史 的 三 [1]{件} [2]{大事},1,,,,,
日本 媒體 目前 焦點 大多 鎖定 在 九月 的 兩 [1]{件} [2]{大事},1,,,,,
